Event Number,Event Description,Business Unit,Date Created,Date Last Updated,Date of Occurrence,Date of Identification,Estimated Loss,Loss Value,Rationale for Estimated Loss,Total Recovery Amount,Gross Loss Value,Net Loss,Event Status,Event Identifier,Event Type,Event Owner,Risk Driver (Primary Risk Factor),Other Driver1,Other Driver2,Business Unit Caused,Process Caused,Effect Description,Effect Type,Effect Category,Loss Value,Rationale for Gross Loss  Value,Process Impacted,Unit Impacted,General Ledger Impacted,General Ledger Number,Required Actions,Action Owner,Action Due Date,Action Progress Report,Action Status,Recovery Date,Recovery Amount,Recovery Type,Recovery Description
2658,DMU unable to update Client's record due to unavailabilty  of original RSA form- PEN100922392317,ARM Pensions›Customer Experience›North-East,6/3/2019 15:00,7/4/2019 15:08,6/3/2019,6/3/2019,₦0.00,,NA,0,0,0,Closed,Emmanuel Amalagha,"Execution, Delivery and Process Management›Customer intake and documentation›Contractual documents missing / incomplete / erroneous",Rekiya Aliyu,People›Skills›Negligence of duties and responsibilities,,,,,DMU is unable to update client's (PEN100922392317) biometrics on Navision. This is because the client's registration form was not found in Archive.,Actual Loss,Reduced operational capacity,,,,,,,Business support to provide the original registration form or contact the customer to do a recapture,Rekiya Aliyu,7/8/2019,RSA form was found eventually in the Achieve,Complete,,,,
2663,Variances on cost of flight tickets,ARM Pensions›Administration›Administration,6/11/2019 11:36,9/25/2019 10:27,5/27/2019,5/27/2019,"₦3,000,000.00","3,000,000.00",Variances on cost of tickets from vendors payment platform,"3,000,000.00","3,000,000.00",0,Closed,Paul Ochojila,"External Fraud›Theft and Fraud (External)›Theft of company assets (e.g. Pool car theft, Petty cash theft, etc.)",Emeka Dibia,External Events›Outsourcing›Performance failure of outsourced vendor / service provider,,,,,Enroute Travels had been overbilling us per ticket and not complying with the SLA.,Actual Loss,Loss or Damage to Assets,"3,000,000.00",Overbilling by vendor estimation.,,,,,"Investigation to be carried out to determine the extent of variance from inception | Enroute Travels travels should be made to refund all excess monies on tickets found to have variances | A process review is important to forestall any reoccurence | On-board new travel agents and draft an SLA stating rules of engagement with them, to fore-stall defaults.",Paul Ochojila| Paul Ochojila| Paul Ochojila| Esther Ukwuoma,2019-06-17| 2019-06-20| 2019-06-20| 2019-08-30,,Complete| Complete| Complete| Complete,6/20/2019,"3,000,000.00",Others,Excess bills were deducted from vendor's payment.
2664,Breach of Limit - RSA 1,ARM Pensions›Investment Mangement›Investment Mangement,6/11/2019 13:21,11/1/2019 15:16,6/6/2019,6/7/2019,₦0.00,,"We lost our bid at the OMO auction  on Thursday 6th of June. In order to avoid excess cash balance in the account over the weekend with secondary market rates not looking attractive, we purchased some higher yielding commercial paper that was closing on Friday. The limit to money market securities is 30% with the purchase taking the funds allocation to 33.89%. Expected inflows on the 10th & 12th will bring the fund back below the 30% asset class limit.",0,0,0,Closed,Oluwole Layeni,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Trading errors resulting from poor maintenance of information (e.g. Cross deal Error, etc.)",Oluwole Layeni,People›Skills›Negligence of duties and responsibilities,,,,,RSA Fund I breached its money market limit by 3.89% due to a commercial paper purchase.,,,,,,,,,IM to confirm that the breach has been regularised and RSA fund I is now within limit | IM to propose a process tweak to forestall a future occurence,Oluwole Layeni| Oluwole Layeni,2019-06-13| 2019-06-17,"Completed.
Yes it has.| We reallocated capital using inflows to get back in line with guidelines.",Complete| Complete,,,,
2674,Wrong Passport photograph on Certicate of Membership issued to New Clients,ARM Pensions›Customer Experience›Customer Service,6/20/2019 10:00,8/6/2019 12:17,6/14/2019,6/14/2019,₦0.00,,None,0,0,0,Closed,Cynthia Saliu,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Automated data processing errors,Kehinde Ashafa,Systems›System availability›Software failure (Software / data corruption etc),,,,,Certificates issued to clients had the wrong passport photographs on them,Actual Loss,Reputational Loss,,,,,,,New certificates to be issued to the affected clients | IT to investigate the root cause of this event and address same  to ensure it doesn't occur again ,Cynthia Saliu| Adebimpe Adekanmbi,2019-06-27| 2019-07-08,This is complete | This is complete ,Complete| Complete,,,,
2676,DUPLICATE TRANSFER TO FGPL AND FUND CANNOT BE RECOVERED,ARM Pensions›Operations›Contributions Processing,6/20/2019 12:44,6/29/2020 11:22,9/2/2014,5/6/2019,"₦31,869.68","31,869.68",Client details exist in the initial partially processed that refund was made.Again another batch was re-uploaded which led to double transfer.,0,"31,869.68","31,869.68",Open,Ahmed Shittu,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Erroneous payment to a client, vendor or other counterpaties",Ahmed Shittu,Systems›System Adequacy›System inadequate for nature of required tasks,,,,,A refund was processed twice for one client to FGPL. After which customer was paid enbloc making it impossible for FGPL to return the erroneous transfer.,Actual Loss,Loss or Damage to Assets,"31,869.68",,,,,,CPU to seek Management's approval to write off the amount,Ahmed Shittu,7/8/2019,"The process was halted to give room for holistic examination of the refund history for duplicated transactions, however given the current status (completion of the examination exercise). The memo is been worked on to be presented to EMC.",In Progress,,0,,Unable to recover as customer has been paid enblock
2681,Call Placement Erroneously Transferred to Wrong Counterparty,ARM Pensions›Investment Mangement›Investment Mangement,6/28/2019 16:14,7/4/2019 15:22,6/27/2019,6/28/2019,"₦84,989.68",,5% ON N500M erroneously transferred to FBN MB by FPC Custodian,0,0,0,Closed,Olabisi Idiong,"Execution, Delivery and Process Management›Non-client counterparty breaches›Failure of counter-party company to honour services to fellow counter-party companies per agreement",Olabisi Idiong,External Events›Client / Customer Relations›Inadequate/inappropriate information provided by the client,,,,,First Pension Custodian Ltd erroneously transfered funds meant for Guarantee Trust Bank to First Bank Merchant Bank. Affected portfolo is the Exxonmobil,Actual Loss,Loss or Damage to Assets,,,,,,,FBN Merchant to be written formally for interest to be paid on the days the money was in their custody.,Olabisi Idiong,7/2/2019,"ExxonMobil portfolio has been made good with the sum of N84,989.68 on July 3, 2019",Complete,,,,
2682,UNABLE TO SEND UPLOADED DOCS TO COMPLIANCE ON WORKFLOW (NAVISION),ARM Pensions›Operations›Benefit Administration,7/1/2019 11:56,7/2/2019 12:09,6/27/2019,6/27/2019,₦0.00,,NIL,0,0,0,Closed,Gladness Azudialo,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Automated data processing errors,Ayodeji Ayo-Majaro,Systems›System availability›Software failure (Software / data corruption etc),,,,,"System glitches on Navision hampering workflow to Compliance buy Benefits. This led to the inability to process Benefits request for two business days (June 28 and July1, 2019)",Actual Loss,Reduced operational capacity,,,,,,,IT to investigate and resolve the issue(s).,Olubukola Dosunmu,7/2/2019,Issue has been resolved,Complete,,,,
2683,The system is returning an error for all Reallocation posting. This has lingered for 7 days,ARM Pensions›Administration›Administration,7/2/2019 6:12,7/2/2019 11:45,6/27/2019,6/27/2019,₦0.00,0,Nil,0,0,0,Closed,Adebowale Adeleye,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Automated data processing errors,Abdulmalik Musa,Systems›System availability›Software failure (Software / data corruption etc),,,,,Reconciliation unit is unable to process reallocation requests due to Navision glitches. This has led to delays in processing Client's contributions into their respective RSAs,Actual Loss,Reduced operational capacity,0,,,,,,IT to investigate and rectify the problem,Abdulmalik Musa,7/2/2019,The issue has been resolved,Complete,,,,
2684,TRANSACTION THAT CLEARED BOTH ON PUBLIC HOLIDAY AND WEEKEND NOT PUSHED TO DELUXE XFUND,ARM Pensions›Operations›Fund Account,7/8/2019 11:17,8/28/2019 16:16,6/29/2019,7/1/2019,₦0.00,,The transactions were on Navision but it was not pushed to deluxe,0,0,0,Closed,Adetunji Gbadegesin,"Execution, Delivery and Process Management›Transaction capture, execution and maintenance›Transaction not booked or Transaction not registered as and when due",Kehinde Oladipo,People›Skills›Staff selection (poor educational levels etc),,,,,Some bank statements had value dates that fell on weekend days (Saturday and Sunday). Fund Accounts thus omitted these statements while moving to Deluxe on Monday.,,,,,,,,,The affected dates to be reopened to accomodate those statements  | A process should be put in place to prevent a reoccurence,Adetunji Gbadegesin| Adetunji Gbadegesin,2019-07-02| 2019-07-22,Date has been reopened and statements have been moved| Completed.,Complete| Complete,,,,
2688,Suspected falsification of NIMC SLIP for Data Recapture - PEN100633548618,ARM Pensions›Operations›Data Management Unit,7/10/2019 16:12,8/20/2019 8:06,7/10/2019,7/10/2019,₦0.00,,Falsification of NIMC SLIP,0,0,0,Closed,Marcus Orhu,Internal Fraud›Theft and Fraud (Internal)›Forgery or Manipulation of source documents/ customer accounts (e.g. Inflating vendor invoice etc.),Adetayo Adenuga,People›Motivation›Corruption / Criminal intent,,,,,A staff is suspected to have falsified a client's NIMC slip for Data recapture. DMU  noticied the  inauthenticity of the document during verification.,,,,,,,,,Internal audit to investigate the event and offer recommendations,Adetayo Adenuga,7/26/2019,Investigation has been concluded. The client admitted to falsifying the NINC slips.,Complete,,,,
2691,DUPLICATE TRANSFER TO OTHER PFAs.,ARM Pensions›Operations›Contributions Processing,7/16/2019 11:03,6/29/2020 11:12,9/19/2014,6/21/2019,₦0.00,"449,020.39","All duplicate transfers has been recalled, inclusive of the accrued interests.","449,020.39","449,020.39",0,Closed,Ahmed Shittu,Business Disruption and System Failures›Inadequacy / Inefficiency / Malfunction or Block of Technology Systems or Company infrastructure›Automated data processing errors,Lawrence Sonibare,Systems›System Adequacy›System inadequate for nature of required tasks,,,,,There were cases of duplicate transfers to other PFAs due to system errors. These occurred in 2013 1nd 2014,Actual Loss,Loss or Damage to Assets,"449,020.39",This is the amount that was transferred in error.,,,,,"An official communication should be sent to the respective PFAs to request refunds| Confirm that existing systems and processes are adequate to forestall any future occurence| we have written to PFAs involved and further engagement with consistent reminder also| Update on recall project 2012-2018.| We have gotten PenCom approval, and money had been processed.Finally this item can be closed. ",Ahmed Shittu| Ahmed Shittu| Ahmed Shittu| Ahmed Shittu| Ahmed Shittu,2019-07-22| 2019-07-22| 2019-08-28| 2020-01-29| 2020-06-26,"We have written to respective PFAs for recall.| We have put adequate controls in place to forestall further occurrence since October 2018. These discoveries were as a result of unprocessed monies clean up project which is still ongoing.| we have received the funds from the PFAs below.
S/N	PFA	AMOUNT	STATUS
1	STANBIC IBTC PENSIONS	                  7,646.60 	The sum of 10,164.83 was refunded by IBTC.However we have an excess of 2,518.23.
8	FCMB	       19,934.78 	Recalled on 29/08/2019
| We have made tremendous progress due to constant engagement and follow up with those PFAs.Total recall request for 2012-2018 is 1,293,450.63
and we have recovered the sum of 1,452,641.36 inclusive of interest accrued which leaves us at an average of 77% in terms of recall performance currently. We still await the sum of  145,449.15 
from two PFAs namely Premium & PAL Pensions which they promised to transfer upon receipt of approval from PenCom.Also, the sum of  64,503.36 remains unrecovered as client involved has been paid Enbloc by FGPL PFA.
Please find below summary.

Year	TOTAL RECALL REQUEST FROM PFA	Amout to Recalled	Interest	Total Amount Recalled from PFAs	Unrecovered	Await inflow from PFA	Remarks	% Achieved
2012	39,516.28	7,646.60	2,518.23	10,164.83	31,869.68		Client has been paid Enbloc	19%
2013-2014	449,020.39	416,386.71	96,361.10	512,747.81	 32,633.68 	 9,913.42 	 Client has been paid Enbloc/Await pencom approval 	93%
2015-2016	 66,061.26 	 51,128.46 	 2,062.76 	 68,124.02 	 N/A 	 N/A 	 N/A 	77%
2017-2018	 738,852.70 	 603,316.97 	 258,287.73 	 861,604.70 		 135,535.73 	Await pencom approval	117%
	1,293,450.63	1,078,478.74	359,229.82	1,452,641.36	64,503.36	145,449.15		77%
Thanks.| Item can be closed, we have gotten approval and we had processed.",Complete| Complete| Complete| Complete| Complete,2019-10-11| 2020-06-29,"305,497.95| 143,522.44",Others| Others,Refund from PFAs that received the duplicate transfers.| Remaining refund from other PFAs that received the duplicate transfers.
